regio3,street,livingSpace,baseRent,totalRent,noRooms,floor,typeOfFlat,yearConstructed
Adlershof_Treptow,Radickestr.,45.74,445.0,620.0,2.0,3.0,apartment,1939.0
Mitte,no_information,65.0,870.0,990.0,2.0,2.0,apartment,
Mitte,Stallschreiberstra&szlig;e,95.8,1799.0,2179.0,4.0,0.0,apartment,2019.0
Spandau,M&ouml;nchstra&szlig;e,63.87,862.25,1053.86,2.0,2.0,apartment,
Steglitz,no_information,126.3,1515.6,,3.5,3.0,apartment,1900.0
Friedrichshain,Marchlewskistr.,87.0,1600.0,1850.0,2.0,0.0,loft,1904.0
Steglitz,Birkbuschstra&szlig;e,93.7,975.0,1175.0,3.0,2.0,apartment,1908.0
Marienfelde_Tempelhof,Marienfelder Allee,93.85,1227.0,1485.0,3.0,0.0,ground_floor,2018.0
Hellersdorf,Oschatzer Ring,69.14,477.07,699.15,3.0,4.0,apartment,1988.0
Wedding,Reinickendorfer Str.,49.31,838.0,1048.0,2.0,2.0,apartment,1969.0
Schöneberg,Innsbrucker Stra&szlig;e,128.68,2689.41,2998.24,4.0,6.0,roof_storey,2019.0
Köpenick,Salvador-Allende-Str.,85.0,770.0,950.0,4.0,0.0,ground_floor,1997.0
Friedrichshagen_Köpenick,Karl-Pokern-Stra&szlig;e,109.48,1237.12,1503.16,4.0,3.0,apartment,2018.0
Wilmersdorf,Blissestr.,94.13,1100.0,1270.0,4.0,83.0,,1907.0
Pankow,no_information,39.45,650.0,748.0,1.0,4.0,apartment,
Hellersdorf,Martin-Riesenburger-Stra&szlig;e,80.77,869.0,1094.0,3.0,2.0,apartment,
Niederschönhausen_Pankow,Dietzgenstra&szlig;e,102.47,1024.7,1332.11,3.0,5.0,roof_storey,1900.0
Charlottenburg,Mommsenstra&szlig;e,39.41,512.0,627.0,1.0,3.0,apartment,
Mahlsdorf_Hellersdorf,Pfarrhufenanger,93.7,1150.0,1300.0,2.0,1.0,ground_floor,2020.0
Neukölln,Delbr&uuml;ckstra&szlig;e,65.4,1040.8,1295.8,2.0,1.0,apartment,2018.0
Lichterfelde_Steglitz,Tulpenstra&szlig;e,181.22,2290.0,2550.0,4.0,5.0,penthouse,2011.0
Tiergarten,Lydia-Rabinowitsch-Stra&szlig;e,102.0,1730.0,2011.0,4.0,2.0,apartment,2018.0
Dahlem_Zehlendorf,no_information,83.03,1573.9,1781.48,2.0,3.0,roof_storey,2019.0
Mitte,Linienstra&szlig;e,55.0,1480.0,1660.0,2.0,5.0,penthouse,2013.0
Prenzlauer_Berg_Prenzlauer_Berg,Stargarder stra​&szlig;e,35.0,850.0,940.0,1.0,,apartment,
Staaken_Spandau,S&uuml;dekumzeile,71.58,644.22,869.22,2.0,3.0,apartment,1971.0
Weißensee,Pistoriusplatz,105.0,1685.0,1925.0,4.0,2.0,apartment,2019.0
Waidmannslust_Reinickendorf,Tegernauer Zeile,33.0,329.0,449.0,1.0,1.0,apartment,1971.0
Charlottenburg,Kaiserin-Augusta-Allee,69.17,1159.0,,2.0,4.0,,1900.0
Mitte,no_information,35.45,990.0,1070.0,1.0,1.0,apartment,2019.0
Lichterfelde_Steglitz,Unter den Eichen,93.0,800.0,1136.0,3.0,1.0,,1971.0
Köpenick,Lindenstr.,90.13,830.0,968.0,3.0,4.0,apartment,1910.0
Kreuzberg,Fidicinstr.,47.13,1131.0,1266.0,2.0,3.0,apartment,1900.0
Schmargendorf_Wilmersdorf,no_information,46.0,645.0,795.0,1.5,3.0,apartment,1969.0
Wilmersdorf,Nachodstra&szlig;e,40.07,505.0,670.0,1.0,3.0,apartment,1965.0
Köpenick,Gr&uuml;nauer Stra&szlig;e,73.05,810.0,993.0,2.0,2.0,apartment,2018.0
Tiergarten,Hansa-Ufer,43.1,838.0,950.0,1.0,3.0,apartment,1976.0
Lichtenrade_Tempelhof,Aschaffenburger Str.,142.0,1440.0,1985.0,5.5,2.0,maisonette,1994.0
Pankow,no_information,64.66,603.28,793.28,2.0,1.0,apartment,1997.0
Friedrichshagen_Köpenick,Peter-Hille-Str.,47.79,597.0,747.0,2.0,2.0,,2013.0
Charlottenburg,Kantstra&szlig;e,80.0,1450.0,1570.0,2.0,5.0,roof_storey,1919.0
Charlottenburg,Schl&uuml;terstra&szlig;e,274.0,8700.0,8706.0,5.0,5.0,roof_storey,1900.0
Wilmersdorf,Z&auml;hringerstr.,88.0,1230.0,1510.0,3.0,2.0,apartment,
Tiergarten,Heidestra&szlig;e,84.68,1503.07,1757.11,3.0,2.0,apartment,2019.0
Grünau_Köpenick,Am Ruderverein,86.57,1168.7,1376.41,3.0,4.0,apartment,2019.0
Mitte,Brunnenstra&szlig;e,75.0,1175.0,,3.0,3.0,apartment,1900.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,114.0,2000.0,2360.0,4.0,4.0,apartment,
Wilmersdorf,Ahrweilerstr.,114.3,1506.47,1832.23,5.0,3.0,apartment,1953.0
Steglitz,Heesestra&szlig;e,112.96,1468.48,1637.92,4.0,2.0,apartment,1900.0
Hermsdorf_Reinickendorf,no_information,55.0,550.0,795.0,2.0,1.0,apartment,
Tiergarten,Heidestra&szlig;e,104.14,1931.8,2244.22,4.0,2.0,apartment,2019.0
Charlottenburg,Cauerstrasse,119.0,1785.0,2105.0,4.0,5.0,roof_storey,1905.0
Müggelheim_Köpenick,Philipp-Jacob-Rauch-Str.,74.38,688.02,867.02,3.0,,apartment,1996.0
Wilmersdorf,no_information,113.0,1380.0,1730.0,4.0,2.0,apartment,1905.0
Kreuzberg,Gneisenaustr.,59.0,767.0,,2.0,4.0,apartment,1975.0
Niederschöneweide_Treptow,Flutstra&szlig;e,97.83,1131.92,1480.0,3.0,3.0,apartment,2019.0
Neukölln,Silbersteinstra&szlig;e,52.19,729.0,946.0,2.0,4.0,apartment,1994.0
Neukölln,Kiehlufer,43.0,322.63,482.63,1.0,3.0,apartment,1977.0
Grunewald_Wilmersdorf,no_information,272.0,3500.0,3990.0,5.0,2.0,ground_floor,1956.0
Wedding,Gerichtstra&szlig;e,30.38,673.0,791.0,1.0,5.0,,
Wedding,Maxstra&szlig;e,65.82,594.0,783.0,2.0,,ground_floor,1989.0
Staaken_Spandau,Erna-Sack-Str.,104.68,911.0,1199.0,4.0,2.0,apartment,1997.0
Marzahn,Wittenberger Stra&szlig;e,68.49,418.13,590.06,3.0,6.0,apartment,1984.0
Charlottenburg,Goethestra&szlig;e,84.0,1350.0,1700.0,3.0,1.0,apartment,1903.0
Schmargendorf_Wilmersdorf,Forckenbeckstra&szlig;e,61.0,793.0,988.0,2.0,2.0,apartment,1959.0
Charlottenburg,Kaiser-Friedrich-Stra&szlig;e,76.0,583.54,733.54,3.0,4.0,apartment,1900.0
Grünau_Köpenick,Libboldallee,82.9,895.32,1115.32,3.0,0.0,apartment,1997.0
Mitte,no_information,94.0,1900.0,2110.0,3.0,5.0,apartment,2013.0
Wilmersdorf,no_information,90.0,2700.0,3000.0,3.0,1.0,apartment,2019.0
Mitte,Neue Gr&uuml;nstrasse,99.47,1950.0,2300.0,3.0,5.0,apartment,2014.0
Charlottenburg,Tegeler Weg,91.0,1250.0,1370.0,3.0,2.0,apartment,1905.0
Kreuzberg,Stresemannstra&szlig;e,31.5,551.25,676.25,1.0,17.0,,1968.0
Französisch_Buchholz_Pankow,Berliner Stra&szlig;e,55.0,495.0,650.0,2.0,0.0,ground_floor,2012.0
Rahnsdorf_Köpenick,Seestra&szlig;e,75.0,722.0,772.0,2.0,3.0,apartment,
Lichtenrade_Tempelhof,no_information,69.09,759.0,974.0,2.0,3.0,apartment,1994.0
Weißensee,Streustra&szlig;e,133.0,2128.0,2428.0,3.0,4.0,penthouse,2018.0
Steglitz,no_information,97.26,1001.78,1313.01,4.0,0.0,raised_ground_floor,1957.0
Charlottenburg,no_information,135.0,2000.0,2350.0,4.0,1.0,apartment,1911.0
Charlottenburg,no_information,256.0,4480.0,5170.0,5.0,2.0,apartment,1902.0
Mitte,Behrenstr.,130.0,2170.0,2770.0,2.0,3.0,maisonette,
Mitte,Habersaathstra&szlig;e,117.3,1994.1,2346.0,3.0,2.0,apartment,1914.0
Tiergarten,Heidestra&szlig;e,65.47,1086.8,1276.21,2.0,0.0,ground_floor,2019.0
Tegel_Reinickendorf,Wickeder Str.,50.78,341.24,472.24,2.0,3.0,apartment,1959.0
Tiergarten,Lehrter Stra&szlig;e,65.95,1121.15,1435.61,2.0,4.0,apartment,
Marienfelde_Tempelhof,Marienfelder Allee,61.41,856.0,1025.0,2.0,0.0,ground_floor,2018.0
Friedrichshain,W&uuml;hlischstr.,74.0,1110.0,1332.0,2.0,3.0,apartment,
Wilmersdorf,Kurf&uuml;rstendamm,35.0,875.0,990.0,1.0,3.0,,1900.0
Spandau,Walld&uuml;rner Weg,53.86,557.45,668.29,2.0,1.0,apartment,1955.0
Niederschönhausen_Pankow,Sachsenstra&szlig;e,143.0,1750.0,,4.0,2.0,,2018.0
Wittenau_Reinickendorf,no_information,70.0,574.03,799.18,2.0,2.0,apartment,1974.0
Altglienicke_Treptow,K&ouml;penicker Stra&szlig;e,60.96,755.9,877.82,2.0,1.0,apartment,2018.0
Friedrichshain,Warschauer Stra&szlig;e,143.02,2431.34,2889.0,4.0,6.0,roof_storey,1900.0
Zehlendorf,Brettnacher Stra&szlig;e,63.82,1050.0,1200.0,2.0,2.0,apartment,1942.0
Reinickendorf,Ritterlandweg,122.27,1530.0,1880.0,4.0,3.0,maisonette,1977.0
Charlottenburg,no_information,85.0,1550.0,1800.0,2.0,3.0,,2019.0
Oberschöneweide_Köpenick,Tabbertstra&szlig;e,57.65,720.63,893.58,2.0,1.0,apartment,
Spandau,Wasserwerkstr.,54.07,454.19,619.41,1.5,4.0,apartment,1964.0
Tiergarten,Birkenstr.,40.95,479.0,582.0,1.0,5.0,apartment,1898.0
Wedding,no_information,69.0,770.0,1019.0,2.0,5.0,roof_storey,1903.0
Tiergarten,no_information,55.0,890.0,,2.0,0.0,,1985.0
Karow_Weißensee,R&ouml;l&auml;nder Str.,74.2,789.0,992.0,3.0,1.0,apartment,1997.0
Hellersdorf,Ludwigsfelder Str.,69.4,520.5,743.41,3.0,9.0,apartment,1989.0
Hellersdorf,Forster Str.,70.37,717.72,,3.0,3.0,other,2019.0
Oberschöneweide_Köpenick,Wilhelminenhofstra&szlig;e,36.28,486.88,571.88,1.0,1.0,apartment,2012.0
Reinickendorf,Friedrich-Wilhelm-Stra&szlig;e,51.52,674.88,804.88,2.0,1.0,apartment,1998.0
Köpenick,Wendenschlo&szlig;stra&szlig;e,83.0,722.0,972.0,2.0,2.0,apartment,1928.0
Dahlem_Zehlendorf,Dohnenstieg,228.7,2630.0,,7.0,2.0,maisonette,1981.0
Charlottenburg,Bismarckstr.,39.0,316.87,456.87,1.0,3.0,apartment,
Mitte,Neue Gr&uuml;nstra&szlig;e,65.83,1449.0,1627.0,3.0,3.0,apartment,2018.0
Karow_Weißensee,Hofzeichendamm,53.74,564.27,722.26,2.0,,ground_floor,
Tiergarten,Turmstra&szlig;e,42.0,549.0,629.0,1.0,,apartment,1966.0
Friedrichshain,Simplonstra&szlig;e,42.82,642.3,779.41,1.0,0.0,ground_floor,1900.0
Johannisthal_Treptow,K&ouml;nigsheideweg,63.03,646.0,739.0,2.0,4.0,roof_storey,1904.0
Tiergarten,Heidestra&szlig;e,57.9,1071.15,1244.85,2.0,2.0,apartment,2019.0
Adlershof_Treptow,D&ouml;rpfeldstra&szlig;e,40.6,763.28,960.38,1.0,5.0,apartment,
Neukölln,Silbersteinstr.,19.02,476.0,,1.0,1.0,apartment,2019.0
Friedrichshain,M&uuml;ggelstra&szlig;e,63.4,887.6,1090.48,2.0,5.0,maisonette,1910.0
Charlottenburg,Wilmersdorfer Str.,56.0,1288.0,1458.0,2.0,5.0,,2015.0
Wedding,Turiner Stra&szlig;e,52.0,975.0,1080.0,2.0,5.0,apartment,1905.0
Altglienicke_Treptow,Betulaweg,61.72,629.36,,2.0,1.0,other,2019.0
Weißensee,G&auml;blerstr.,44.0,530.0,639.0,2.0,1.0,apartment,1932.0
Lichtenberg,Margaretenstra&szlig;e,75.0,1202.17,1322.17,3.0,1.0,apartment,
Spandau,Zeppelinstr.,60.12,468.94,698.73,2.0,0.0,ground_floor,1926.0
Staaken_Spandau,Heerstr.,58.74,366.29,623.29,2.0,3.0,apartment,1974.0
Lichterfelde_Steglitz,Ostpreu&szlig;endamm,56.5,847.5,1024.5,2.0,0.0,apartment,1965.0
Schmargendorf_Wilmersdorf,no_information,88.28,1765.6,2065.6,3.0,3.0,apartment,2020.0
Tiergarten,Werftstra&szlig;e,80.0,1375.0,1575.0,2.0,0.0,apartment,
Kreuzberg,no_information,68.04,1068.0,1267.0,3.0,0.0,ground_floor,2014.0
Niederschöneweide_Treptow,Schnellerstra&szlig;e,30.86,555.48,648.06,1.0,3.0,apartment,
Grunewald_Wilmersdorf,no_information,143.45,2100.0,2530.0,5.0,,,1983.0
Buckow_Neukölln,Angelikaweg,32.86,386.0,546.0,1.0,0.0,ground_floor,
Neu_Hohenschönhausen_Hohenschönhausen,Zingster Stra&szlig;e,70.05,396.48,592.87,3.0,9.0,apartment,1986.0
Köpenick,Friedenstra&szlig;e,73.22,768.0,943.0,3.0,2.0,apartment,1995.0
Charlottenburg,Kaiserdamm,40.0,1500.0,1603.0,2.0,4.0,apartment,
Friedrichshagen_Köpenick,F&uuml;rstenwalder Damm,69.63,765.93,,2.0,1.0,terraced_flat,2017.0
Marienfelde_Tempelhof,Malteserstra&szlig;e,30.0,847.0,922.0,1.0,2.0,apartment,2019.0
Friedrichshain,no_information,92.02,1250.0,1600.0,3.0,2.0,apartment,2016.0
Wedding,Gropiusstra&szlig;e,51.3,569.0,699.0,2.0,4.0,apartment,1891.0
Tiergarten,12,79.0,1178.0,1410.0,3.0,3.0,apartment,2018.0
Schöneberg,Grunewaldstra&szlig;e,56.0,812.0,1041.0,2.0,3.0,apartment,1965.0
Mitte,Boyenstra&szlig;e,15.0,700.0,750.0,1.0,5.0,apartment,
Friedrichshain,Andreasstra&szlig;e,59.26,888.9,1098.9,2.0,17.0,apartment,2010.0
Prenzlauer_Berg_Prenzlauer_Berg,Rykestra&szlig;e,96.69,2901.0,,4.0,5.0,roof_storey,1900.0
Kreuzberg,no_information,65.0,1620.0,1900.0,2.0,3.0,apartment,1910.0
Wilmersdorf,Bundesallee,64.55,1160.0,1350.0,2.0,4.0,apartment,1984.0
Friedrichshain,Mainzer Stra&szlig;e,122.52,1715.0,2060.0,4.0,3.0,apartment,1900.0
Johannisthal_Treptow,S&uuml;dostallee,59.41,790.0,986.06,2.0,3.0,roof_storey,1952.0
Spandau,Weverstr.,29.88,353.69,465.44,1.0,0.0,ground_floor,1952.0
Kreuzberg,Lobeckstra&szlig;e,80.0,1450.0,1650.0,3.0,1.0,apartment,1956.0
Köpenick,Flemmingstr.,78.59,807.12,912.12,3.0,0.0,ground_floor,1910.0
Charlottenburg,Grolmannstr,228.31,2938.35,3518.35,5.0,5.0,roof_storey,1895.0
Lichtenberg,Klara-Weyl-Stra&szlig;e,46.0,541.93,647.73,2.0,4.0,apartment,2019.0
Altglienicke_Treptow,Rudowerstra&szlig;e,96.0,820.0,1050.0,3.0,3.0,apartment,1905.0
Spandau,Pepitapromenade,112.63,1351.5,,4.0,,roof_storey,2018.0
Reinickendorf,Hausotterstra&szlig;e,50.0,430.0,540.0,2.0,4.0,apartment,1989.0
Steglitz,no_information,33.0,481.0,,1.0,2.0,apartment,1914.0
Mitte,no_information,115.58,1963.16,2309.9,4.0,,,2018.0
Charlottenburg,Kantstr.,80.0,1360.0,1480.0,3.0,5.0,roof_storey,1919.0
Köpenick,Gr&uuml;nauer Stra&szlig;e,39.0,507.0,657.0,1.5,0.0,raised_ground_floor,1910.0
Friedrichshain,Stralauer Platz,63.98,1215.62,1375.57,2.0,2.0,apartment,
Alt_Hohenschönhausen_Hohenschönhausen,Gro&szlig;e-Leege-Str.,38.82,302.02,432.02,1.0,1.0,apartment,1933.0
Johannisthal_Treptow,"Johannes-Werner- Str. 22,23 /Ecke Herweghstrasse",70.0,910.0,1060.0,2.0,2.0,apartment,1911.0
Friedrichshain,Siegfried-Hirschmann-Park,92.0,1400.0,1640.0,3.0,2.0,apartment,2018.0
Charlottenburg,no_information,125.0,1425.0,,3.0,2.0,apartment,1967.0
Tegel_Reinickendorf,Alt-Tegel,119.21,1485.36,1687.32,4.0,3.0,apartment,1918.0
Köpenick,Lindenstr.,65.0,999.0,1199.0,2.0,0.0,ground_floor,
Neukölln,Sonnenallee,76.36,1069.0,1292.0,3.0,2.0,apartment,1955.0
Oberschöneweide_Köpenick,Wilhelminenhofstrasse,60.1,600.0,740.0,2.0,0.0,raised_ground_floor,1894.0
Köpenick,Salvador-Allende-Str.,60.0,579.0,719.0,2.0,3.0,apartment,1997.0
Tiergarten,Gabriele-Tergit-Promenade,70.0,1750.0,,2.5,4.0,apartment,2018.0
Grunewald_Wilmersdorf,Herthastra&szlig;e,95.0,1100.0,1560.0,3.0,1.0,maisonette,
Wilmersdorf,Livl&auml;ndische Str.,50.0,600.0,740.0,2.0,5.0,roof_storey,2009.0
Marienfelde_Tempelhof,Hanielweg,85.79,729.0,970.0,3.0,1.0,apartment,1997.0
Tiergarten,Gabriele-Tergit-Promenade,120.0,2990.0,3380.0,3.0,11.0,penthouse,2018.0
Alt_Hohenschönhausen_Hohenschönhausen,Konrad-Wolf-Str.,79.0,942.92,1142.48,3.0,4.0,apartment,2015.0
Weißensee,Bizetstra&szlig;e,55.0,660.0,820.0,1.0,2.0,apartment,1899.0
Zehlendorf,no_information,180.0,2340.0,2800.0,4.0,2.0,apartment,1910.0
Charlottenburg,Marburger Str.,64.0,1450.0,1690.0,2.0,5.0,apartment,2004.0
Tegel_Reinickendorf,Alt-Tegel,120.0,1800.0,1960.0,4.0,4.0,roof_storey,2016.0
Oberschöneweide_Köpenick,Tabbertstra&szlig;e,29.36,525.72,613.8,1.0,4.0,apartment,
Kreuzberg,Hornstra&szlig;e,153.0,2700.0,2960.0,2.5,5.0,roof_storey,2018.0
Kreuzberg,Stresemannstra&szlig;e,97.62,1562.0,1817.0,3.0,1.0,apartment,2019.0
Wilmersdorf,Lietzenburger Str.,214.0,2568.0,3515.0,5.0,5.0,,2006.0
Wilmersdorf,Grainauer Stra&szlig;e,68.0,1200.0,1340.0,2.0,3.0,roof_storey,
Pankow,W&uuml;rtzstr.,38.6,499.77,626.73,2.0,1.0,apartment,1928.0
Tegel_Reinickendorf,Berliner Stra&szlig;e,103.0,1287.5,,2.0,,raised_ground_floor,1900.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,118.0,1590.0,1810.0,4.0,3.0,apartment,1894.0
Prenzlauer_Berg_Prenzlauer_Berg,Naugarder Str.,132.88,1500.0,1850.0,3.0,3.0,apartment,2016.0
Tiergarten,no_information,177.0,2832.0,,4.0,4.0,,2015.0
Steglitz,Knausstra&szlig;e,90.0,1420.0,1690.0,3.0,4.0,roof_storey,1905.0
Treptow,Kiefholzstr,58.46,993.82,1198.43,2.0,4.0,apartment,2017.0
Tegel_Reinickendorf,Veitstra&szlig;e,71.76,665.0,925.0,2.0,2.0,apartment,1997.0
Adlershof_Treptow,Waldstra&szlig;e,72.0,695.0,,2.0,1.0,apartment,1907.0
Weißensee,Bizetstr.,54.77,515.0,595.0,2.0,3.0,apartment,1895.0
Charlottenburg,Heubnerweg,77.0,1469.0,1724.0,2.0,7.0,,
Prenzlauer_Berg_Prenzlauer_Berg,Dunckerstra&szlig;e,74.48,707.6,892.6,2.0,4.0,apartment,1929.0
Friedrichshain,Simplonstr.,36.6,841.8,,1.0,,apartment,1905.0
Tiergarten,Klara Franke Strasse,14.0,680.0,730.0,1.0,1.0,apartment,
Tiergarten,Putlitzstr.,118.0,1298.0,1520.0,4.0,2.0,apartment,1903.0
Köpenick,Egersfelder Allee,68.0,816.0,961.0,2.0,0.0,ground_floor,1997.0
Hellersdorf,Zossener Str.,66.39,465.23,670.44,3.0,1.0,apartment,1989.0
Friedrichshain,Alt-Stralau,72.64,1644.0,1862.0,2.0,0.0,apartment,
Friedrichshain,Stralauer Platz,77.37,1470.03,1663.46,3.0,5.0,apartment,2018.0
Charlottenburg,no_information,114.0,2100.0,2380.0,3.0,5.0,apartment,1907.0
Marzahn,Mehrower Allee,85.44,773.49,980.33,4.0,2.0,apartment,1999.0
Tiergarten,Sch&ouml;neberger Ufer,94.65,1514.0,1728.0,3.0,2.0,apartment,1895.0
Tiergarten,Rostocker Str.,57.75,780.0,940.0,2.0,4.0,apartment,1892.0
Baumschulenweg_Treptow,Kiefholzstr.,70.29,663.0,790.0,2.0,2.0,apartment,1905.0
Karow_Weißensee,Pfannschmitdtstr.,74.49,749.0,921.0,3.0,3.0,apartment,1997.0
Spandau,Eiswerder Stra&szlig;e,61.0,710.0,955.0,2.0,2.0,apartment,1920.0
Prenzlauer_Berg_Prenzlauer_Berg,Ueckerm&uuml;nder Stra&szlig;e,98.45,1333.0,,3.0,4.0,apartment,1910.0
Britz_Neukölln,Holzmindener Str.,67.72,571.27,800.23,3.0,0.0,ground_floor,1963.0
Spandau,Emdenzeile,28.0,320.0,394.0,1.0,0.0,,1880.0
Kreuzberg,Stallschreiberstr.,56.16,721.66,929.23,2.0,2.0,apartment,1959.0
Mitte,Sophienstr.,131.93,2902.46,3226.99,5.0,1.0,apartment,1879.0
Tegel_Reinickendorf,no_information,50.58,564.83,724.83,2.0,3.0,apartment,1954.0
Reinickendorf,Eichborndamm,41.21,650.0,750.0,1.0,3.0,apartment,1915.0
Friedrichshagen_Köpenick,Dreiserstr.,41.0,399.0,499.0,1.0,1.0,half_basement,1893.0
Zehlendorf,Teltower Damm,74.53,1045.66,1310.66,2.0,2.0,apartment,
Heinersdorf_Weißensee,Romain-Rolland-Stra&szlig;e,33.65,830.0,930.0,2.0,2.0,other,2019.0
Reinickendorf,Zermatter Stra&szlig;e,55.74,703.94,866.0,2.5,1.0,apartment,1925.0
Köpenick,Friedrichshagener Stra&szlig;e,53.6,644.0,809.0,2.0,0.0,ground_floor,
Friedrichshain,Erich-Nehlhans-Str.,95.0,1690.0,1927.5,3.0,5.0,apartment,2018.0
Mitte,Invalidenstr.,92.36,1380.0,1640.0,3.0,1.0,apartment,1900.0
Biesdorf_Marzahn,Blumberger Damm,37.28,334.0,470.56,1.0,5.0,apartment,1983.0
Wilmersdorf,Seesener Str.,80.83,1123.54,1426.65,3.0,4.0,apartment,2016.0
Tegel_Reinickendorf,Berliner Str.,82.67,1099.0,1471.0,3.0,3.0,apartment,1910.0
Staaken_Spandau,Heerstr.,77.98,486.27,804.27,3.0,4.0,apartment,1974.0
Friedrichsfelde_Lichtenberg,Alt-Friedrichsfelde,62.81,596.0,749.0,2.0,1.0,apartment,1910.0
Mitte,no_information,54.0,1500.0,1650.0,2.0,2.0,apartment,1953.0
Tiergarten,Potsdamer Str.,164.0,2296.0,2870.0,4.0,0.0,apartment,1900.0
Charlottenburg,Neue Kantstra&szlig;e,47.19,613.47,753.47,2.0,5.0,apartment,1965.0
Dahlem_Zehlendorf,no_information,60.0,954.0,1104.0,2.0,1.0,apartment,2019.0
Neukölln,Maybachufer,71.73,1075.95,1244.95,2.0,3.0,apartment,1980.0
Spandau,Hainleiteweg,71.56,595.93,859.67,2.0,15.0,apartment,1966.0
Schöneberg,Wexstra&szlig;e,23.37,530.0,647.0,1.0,,ground_floor,2018.0
Charlottenburg,Bleibtreustra&szlig;e,95.39,1908.0,,3.0,2.0,apartment,2017.0
Reinickendorf,Residenzstr.,81.91,899.0,1179.0,3.0,3.0,apartment,1974.0
Dahlem_Zehlendorf,Fabeckstra&szlig;e,148.53,1733.93,2216.93,4.0,0.0,maisonette,1986.0
Schöneberg,Wormser Str.,107.73,1615.95,1913.95,4.0,1.0,apartment,1990.0
Tiergarten,Melanchthonstr.,65.12,1107.0,1270.0,2.0,1.0,apartment,1964.0
Lankwitz_Steglitz,no_information,42.2,443.8,550.0,1.0,2.0,apartment,1968.0
Mitte,Linienstra&szlig;e,121.31,2600.0,2970.0,4.0,1.0,apartment,2019.0
Mitte,Friedrichstra&szlig;e,310.0,4835.0,6985.0,5.0,0.0,apartment,2010.0
Neukölln,Sonnenallee,80.5,1350.0,1450.0,3.0,4.0,apartment,1900.0
Lankwitz_Steglitz,Trachenbergring,155.0,1490.0,1890.0,5.0,2.0,roof_storey,
Tiergarten,Invalidenstra&szlig;e H,92.0,1900.0,2177.0,3.0,5.0,apartment,2019.0
Prenzlauer_Berg_Prenzlauer_Berg,Wichertstr.,100.0,1420.0,1530.0,3.0,4.0,apartment,1911.0
Grünau_Köpenick,Teichmummelring,63.22,790.25,970.23,2.0,2.0,apartment,2017.0
Tiergarten,Potsdamer Str.,90.19,843.0,1049.0,2.0,4.0,apartment,1862.0
Neu_Hohenschönhausen_Hohenschönhausen,Wustrower Stra&szlig;e,47.54,559.0,673.0,2.0,3.0,apartment,1984.0
Tiergarten,Heidestra&szlig;e,119.44,2149.92,2508.24,3.0,0.0,ground_floor,2019.0
Prenzlauer_Berg_Prenzlauer_Berg,no_information,70.0,1600.0,1800.0,2.0,4.0,apartment,
Schöneberg,motzstrass 47,84.0,990.0,1290.0,4.0,3.0,apartment,1965.0
Charlottenburg,Heckerdamm,100.0,1292.2,1657.2,4.0,,raised_ground_floor,2015.0
Tiergarten,Gotzkowskystr.,45.0,733.36,815.0,1.0,2.0,apartment,1976.0
Charlottenburg,Karolingerplatz,105.8,1587.0,1798.0,3.0,2.0,apartment,1922.0
Wilmersdorf,Berliner Stra&szlig;e,67.03,1190.0,1390.0,2.0,2.0,apartment,2015.0
Lichterfelde_Steglitz,Kaiserstr.,67.14,1979.64,2080.35,2.0,3.0,roof_storey,2018.0
Staaken_Spandau,Weinmeisterhornweg,66.07,557.66,810.0,2.0,1.0,apartment,1994.0
Tiergarten,L&uuml;becker Str.,92.7,999.0,1319.0,3.0,4.0,apartment,1998.0
Niederschönhausen_Pankow,Tschaikowskistra&szlig;e,216.28,1989.78,2390.45,5.0,2.0,apartment,1921.0
Reinickendorf,Pankower Allee,35.0,450.0,560.0,1.0,1.0,apartment,1963.0
Staaken_Spandau,Heerstr.,64.0,449.0,689.0,2.0,,ground_floor,1974.0
Mariendorf_Tempelhof,Dardanellenweg,62.01,542.4,725.21,3.0,2.0,apartment,1963.0
Grünau_Köpenick,K&ouml;nigsseestr.,158.83,1589.0,1959.0,4.0,5.0,roof_storey,1900.0
Charlottenburg,Schl&uuml;terstra&szlig;e,28.11,780.0,845.0,1.0,0.0,ground_floor,2018.0
Lichtenberg,Im Lindenhof,47.0,632.0,796.0,2.0,0.0,raised_ground_floor,1895.0
Marienfelde_Tempelhof,Malteserstra&szlig;e,26.0,861.0,988.0,1.0,1.0,apartment,2019.0
Prenzlauer_Berg_Prenzlauer_Berg,Kollwitzstra&szlig;e,63.0,1200.0,1440.0,2.0,,apartment,
Friedrichshagen_Köpenick,B&ouml;lschestra&szlig;e,112.0,1465.0,1725.0,3.0,4.0,terraced_flat,
Friedrichshain,Stralauer Platz,61.16,1284.36,1437.26,2.0,5.0,apartment,2018.0
Kreuzberg,no_information,84.49,1300.0,1540.0,3.0,2.0,apartment,2011.0
Friedrichshain,Stralauer Platz,77.41,1548.2,1741.73,3.0,3.0,apartment,
Schöneberg,Cranachstra&szlig;e,58.0,699.0,849.0,1.0,5.0,apartment,1900.0
Kreuzberg,Alexandrinenstr.,59.46,754.55,957.31,2.0,4.0,apartment,1960.0
Tempelhof,Burgemeister Stra&szlig;e,88.2,760.0,1056.0,3.0,1.0,,1972.0
Karow_Weißensee,M&uuml;nchehagenstr.,47.17,415.14,570.49,1.5,,roof_storey,1998.0
